Anno;Provincia impianto;Codice EER;Attivita a destinazione;Unita di misura;Regione;Pericoloso;Descrizione EER;Tipo operazione;Tot_2026-08-03;Tot_2026-09-07;Tot_2026-09-15
2026;CA;130205;R13;kg;Sardegna;P;oli minerali per motori, ingranaggi e lubrificazione, non clorurati;R;25827.0;32705.0;32705.0
2026;CA;130206;R12;kg;Sardegna;P;oli sintetici per motori, ingranaggi e lubrificazione;R;5323.0;5808.0;5808.0
2026;CA;130206;R13;kg;Sardegna;P;oli sintetici per motori, ingranaggi e lubrificazione;R;2344.0;2829.0;2829.0
2026;CA;130208;R12;kg;Sardegna;P;altri oli per motori, ingranaggi e lubrificazione;R;24333.0;30687.0;30687.0
2026;CA;130208;R13;kg;Sardegna;P;altri oli per motori, ingranaggi e lubrificazione;R;21221.0;21455.0;21455.0
2026;CA;130307;R12;kg;Sardegna;P;oli minerali isolanti e termoconduttori non clorurati;R;4676.0;7521.0;7521.0
2026;CA;130307;R13;kg;Sardegna;P;oli minerali isolanti e termoconduttori non clorurati;R;3876.0;6721.0;6721.0
2026;CA;130401;R12;kg;Sardegna;P;oli di sentina da navigazione interna;R;35314.0;74374.0;74374.0
2026;CA;130403;R12;kg;Sardegna;P;oli di sentina da un altro tipo di navigazione;R;1034530.0;1403255.0;1403255.0
2026;CA;130403;R13;kg;Sardegna;P;oli di sentina da un altro tipo di navigazione;R;1034530.0;1465145.0;1465145.0
2026;CA;130506;R13;kg;Sardegna;P;oli prodotti da separatori olio/acqua;R;20.0;20.0;20.0
2026;CA;130507;R12;kg;Sardegna;P;acque oleose prodotte da separatori olio/acqua;R;5300.0;5300.0;5300.0
2026;CA;130507;R13;kg;Sardegna;P;acque oleose prodotte da separatori olio/acqua;R;5300.0;5300.0;5300.0
2026;CA;130701;R12;kg;Sardegna;P;olio combustibile e carburante diesel;R;14775.0;17633.0;17633.0
2026;CA;130701;R13;kg;Sardegna;P;olio combustibile e carburante diesel;R;14775.0;14853.0;14853.0
2026;CA;130703;R13;kg;Sardegna;P;altri carburanti (comprese le miscele);R;5622.0;14825.0;14825.0
2026;CA;130802;R12;kg;Sardegna;P;altre emulsioni;R;158450.0;158450.0;158450.0
2026;CA;130802;R13;kg;Sardegna;P;altre emulsioni;R;105904.0;105904.0;105904.0
2026;CA;140602;D15;kg;Sardegna;P;altri solventi e miscele di solventi alogenati;D;9830.0;13144.0;13144.0
2026;CA;140603;D15;kg;Sardegna;P;altri solventi e miscele di solventi;D;369.0;1575.0;1575.0
2026;CA;140603;R2;kg;Sardegna;P;altri solventi e miscele di solventi;R;1807.0;1807.0;1807.0
2026;CA;150101;R12;kg;Sardegna;NP;imballaggi di carta e cartone;R;16485.0;20945.0;20945.0
2026;CA;150101;R13;kg;Sardegna;NP;imballaggi di carta e cartone;R;85555.0;103815.0;106095.0
2026;CA;150101;R3;kg;Sardegna;NP;imballaggi di carta e cartone;R;7002650.0;8080430.0;8251770.0
2026;CA;150102;D14;kg;Sardegna;NP;imballaggi di plastica;D;47070.0;57521.0;57521.0
2026;CA;150102;D15;kg;Sardegna;NP;imballaggi di plastica;D;47070.0;57521.0;57521.0
2026;CA;150102;R1;kg;Sardegna;NP;imballaggi di plastica;R;18080.0;24470.0;24470.0
2026;CA;150102;R12;kg;Sardegna;NP;imballaggi di plastica;R;7110.0;8570.0;9370.0
2026;CA;150102;R13;kg;Sardegna;NP;imballaggi di plastica;R;8994750.0;10426430.0;10527210.0
2026;CA;150102;R3;kg;Sardegna;NP;imballaggi di plastica;R;358269.0;439335.0;466347.0
2026;CA;150103;D14;kg;Sardegna;NP;imballaggi in legno;D;103177.0;132822.0;132822.0
2026;CA;150103;D15;kg;Sardegna;NP;imballaggi in legno;D;101437.0;131082.0;131082.0
2026;CA;150103;R12;kg;Sardegna;NP;imballaggi in legno;R;1875200.0;2232075.0;2309095.0
2026;CA;150103;R13;kg;Sardegna;NP;imballaggi in legno;R;11280.0;13375.0;13375.0
2026;CA;150103;R3;kg;Sardegna;NP;imballaggi in legno;R;45060.0;45060.0;45060.0
2026;CA;150103;R4;kg;Sardegna;NP;imballaggi in legno;R;5840.0;5840.0;5840.0
2026;CA;150104;R13;kg;Sardegna;NP;imballaggi metallici;R;95924.0;95974.0;96514.0
2026;CA;150104;R4;kg;Sardegna;NP;imballaggi metallici;R;5100.0;5100.0;5100.0
2026;CA;150104;R5;kg;Sardegna;NP;imballaggi metallici;R;80.0;80.0;80.0
2026;CA;150105;D14;kg;Sardegna;NP;imballaggi compositi;D;16.0;16.0;16.0
2026;CA;150105;D15;kg;Sardegna;NP;imballaggi compositi;D;16.0;16.0;16.0
2026;CA;150105;R3;kg;Sardegna;NP;imballaggi compositi;R;1400.0;1400.0;1400.0
2026;CA;150106;D14;kg;Sardegna;NP;imballaggi in materiali misti;D;132690.0;146812.0;146812.0
2026;CA;150106;D15;kg;Sardegna;NP;imballaggi in materiali misti;D;132690.0;146812.0;146812.0
2026;CA;150106;R12;kg;Sardegna;NP;imballaggi in materiali misti;R;11210586.0;13746888.0;14376888.0
2026;CA;150106;R13;kg;Sardegna;NP;imballaggi in materiali misti;R;13266.0;14568.0;14568.0
2026;CA;150106;R3;kg;Sardegna;NP;imballaggi in materiali misti;R;1965940.0;2281200.0;2359080.0
2026;CA;150106;R5;kg;Sardegna;NP;imballaggi in materiali misti;R;11955860.0;14955860.0;15955860.0
2026;CA;150107;D15;kg;Sardegna;NP;imballaggi di vetro;D;37.0;37.0;37.0
2026;CA;150107;R5;kg;Sardegna;NP;imballaggi di vetro;R;1792051.0;1873301.0;1873301.0
2026;CA;150110;D15;kg;Sardegna;P;imballaggi contenenti residui di sostanze pericolose o contaminati da tali sostanze;D;60.0;60.0;60.0
2026;CA;150110;R12;kg;Sardegna;P;imballaggi contenenti residui di sostanze pericolose o contaminati da tali sostanze;R;70398.0;91908.0;91908.0
2026;CA;150110;R13;kg;Sardegna;P;imballaggi contenenti residui di sostanze pericolose o contaminati da tali sostanze;R;76408.0;97918.0;97918.0
2026;CA;150110;R2;kg;Sardegna;P;imballaggi contenenti residui di sostanze pericolose o contaminati da tali sostanze;R;1217.0;1217.0;1217.0
2026;CA;150110;R5;kg;Sardegna;P;imballaggi contenenti residui di sostanze pericolose o contaminati da tali sostanze;R;32942.0;45945.0;45945.0
2026;CA;150111;R13;kg;Sardegna;P;imballaggi metallici contenenti matrici solide porose pericolose (ad esempio amianto), compresi contenitori a pressione vuoti;R;;285.0;285.0
2026;CA;150202;R13;kg;Sardegna;P;assorbenti, materiali filtranti (inclusi filtri dell'olio non specificati altrimenti), stracci e indumenti protettivi, contaminati da sostanze pericolose;R;3602.0;3602.0;3602.0
2026;CA;150203;D14;kg;Sardegna;NP;assorbenti, materiali filtranti, stracci e indumenti protettivi, diversi da quelli di cui alla voce 15 02 02;D;51819.0;58699.0;58699.0
2026;CA;150203;D15;kg;Sardegna;NP;assorbenti, materiali filtranti, stracci e indumenti protettivi, diversi da quelli di cui alla voce 15 02 02;D;53054.0;60144.0;60144.0
2026;CA;150203;R12;kg;Sardegna;NP;assorbenti, materiali filtranti, stracci e indumenti protettivi, diversi da quelli di cui alla voce 15 02 02;R;5582.0;5637.0;5637.0
2026;CA;150203;R13;kg;Sardegna;NP;assorbenti, materiali filtranti, stracci e indumenti protettivi, diversi da quelli di cui alla voce 15 02 02;R;5582.0;5637.0;5637.0
2026;CA;160103;R12;kg;Sardegna;NP;pneumatici fuori uso;R;70.0;70.0;70.0
2026;CA;160103;R13;kg;Sardegna;NP;pneumatici fuori uso;R;14756.0;14756.0;14756.0
2026;CA;160103;R4;kg;Sardegna;NP;pneumatici fuori uso;R;5000.0;5000.0;5000.0
2026;CA;160104;D15;kg;Sardegna;P;veicoli fuori uso;D;49.0;49.0;49.0
2026;CA;160104;R13;kg;Sardegna;P;veicoli fuori uso;R;4269442.0;4990802.0;4990802.0
2026;CA;160104;R4;kg;Sardegna;P;veicoli fuori uso;R;3032827.0;3207019.0;3314969.0
2026;CA;160106;R13;kg;Sardegna;NP;veicoli fuori uso, non contenenti liquidi né altre componenti pericolose;R;1910812.0;2341984.0;2341984.0
2026;CA;160106;R4;kg;Sardegna;NP;veicoli fuori uso, non contenenti liquidi né altre componenti pericolose;R;333620.0;374170.0;384170.0
2026;CA;160107;R13;kg;Sardegna;P;filtri dell'olio;R;1709.0;1709.0;1709.0
2026;CA;160107;R2;kg;Sardegna;P;filtri dell'olio;R;650.0;650.0;650.0
2026;CA;160112;D15;kg;Sardegna;NP;pastiglie per freni, diverse da quelle di cui alla voce 16 01 11;D;;1735.0;1735.0
2026;CA;160112;R13;kg;Sardegna;NP;pastiglie per freni, diverse da quelle di cui alla voce 16 01 11;R;43.0;43.0;43.0
2026;CA;160114;R13;kg;Sardegna;P;liquidi antigelo contenenti sostanze pericolose;R;120.0;120.0;120.0
2026;CA;160116;R13;kg;Sardegna;NP;serbatoi per gas liquefatto;R;3106.0;3106.0;3106.0
2026;CA;160117;R13;kg;Sardegna;NP;metalli ferrosi;R;850825.0;1012516.0;1040226.0
2026;CA;160117;R4;kg;Sardegna;NP;metalli ferrosi;R;95420.0;95420.0;95420.0
2026;CA;160118;R13;kg;Sardegna;NP;metalli non ferrosi;R;9653.0;21105.0;21105.0
2026;CA;160119;D14;kg;Sardegna;NP;plastica;D;7215.0;9161.0;9161.0
2026;CA;160119;D15;kg;Sardegna;NP;plastica;D;7465.0;9411.0;9411.0
2026;CA;160119;R12;kg;Sardegna;NP;plastica;R;7610.0;7610.0;7610.0
2026;CA;160119;R13;kg;Sardegna;NP;plastica;R;420.0;10027.0;10027.0
2026;CA;160119;R3;kg;Sardegna;NP;plastica;R;18050.0;20870.0;21470.0
2026;CA;160119;R4;kg;Sardegna;NP;plastica;R;60160.0;60160.0;60160.0
2026;CA;160120;R13;kg;Sardegna;NP;vetro;R;;7551.0;7551.0
2026;CA;160121;R12;kg;Sardegna;P;componenti pericolosi diversi da quelli di cui alle voci da 16 01 07 a 16 01 11, 16 01 13 e 16 01 14;R;6571.0;6571.0;6571.0
2026;CA;160121;R13;kg;Sardegna;P;componenti pericolosi diversi da quelli di cui alle voci da 16 01 07 a 16 01 11, 16 01 13 e 16 01 14;R;7211.0;7211.0;7211.0
2026;CA;160122;D15;kg;Sardegna;NP;componenti non specificati altrimenti;D;340.0;340.0;340.0
2026;CA;160122;R13;kg;Sardegna;NP;componenti non specificati altrimenti;R;66141.0;67721.0;67721.0
2026;CA;160122;R4;kg;Sardegna;NP;componenti non specificati altrimenti;R;136970.0;158970.0;158970.0
2026;CA;160209;R12;kg;Sardegna;P;trasformatori e condensatori contenenti PCB;R;4552.0;4552.0;4552.0
2026;CA;160209;R13;kg;Sardegna;P;trasformatori e condensatori contenenti PCB;R;4552.0;4552.0;4552.0
2026;CA;160211;R12;kg;Sardegna;P;apparecchiature fuori uso, contenenti clorofluorocarburi, HCFC, HFC;R;520.0;520.0;520.0
2026;CA;160211;R13;kg;Sardegna;P;apparecchiature fuori uso, contenenti clorofluorocarburi, HCFC, HFC;R;520.0;520.0;520.0
2026;CA;160213;R12;kg;Sardegna;P;apparecchiature fuori uso, contenenti componenti pericolosi (1) diversi da quelli di cui alle voci 16 02 09 e 16 02 12;R;44381.0;54141.0;54141.0
2026;CA;160213;R13;kg;Sardegna;P;apparecchiature fuori uso, contenenti componenti pericolosi (1) diversi da quelli di cui alle voci 16 02 09 e 16 02 12;R;44381.0;54141.0;54141.0
2026;CA;160214;R12;kg;Sardegna;NP;apparecchiature fuori uso, diverse da quelle di cui alle voci da 16 02 09 a 16 02 13;R;3386.0;3386.0;3386.0
2026;CA;160214;R13;kg;Sardegna;NP;apparecchiature fuori uso, diverse da quelle di cui alle voci da 16 02 09 a 16 02 13;R;363964.0;428580.0;428580.0
2026;CA;160214;R4;kg;Sardegna;NP;apparecchiature fuori uso, diverse da quelle di cui alle voci da 16 02 09 a 16 02 13;R;18766.0;18766.0;44546.0
2026;CA;160215;R12;kg;Sardegna;P;componenti pericolosi rimossi da apparecchiature fuori uso;R;645.0;645.0;645.0
2026;CA;160215;R13;kg;Sardegna;P;componenti pericolosi rimossi da apparecchiature fuori uso;R;645.0;645.0;645.0
2026;CA;160216;R12;kg;Sardegna;NP;componenti rimossi da apparecchiature fuori uso, diversi da quelli di cui alla voce 16 02 15;R;3430.0;3430.0;3430.0
2026;CA;160216;R13;kg;Sardegna;NP;componenti rimossi da apparecchiature fuori uso, diversi da quelli di cui alla voce 16 02 15;R;3871.0;3871.0;6574.0
2026;CA;160304;D14;kg;Sardegna;NP;rifiuti inorganici, diversi da quelli di cui alla voce 16 03 03;D;3970.0;3970.0;3970.0
2026;CA;160304;D15;kg;Sardegna;NP;rifiuti inorganici, diversi da quelli di cui alla voce 16 03 03;D;3970.0;3970.0;3970.0
2026;CA;160304;R13;kg;Sardegna;NP;rifiuti inorganici, diversi da quelli di cui alla voce 16 03 03;R;18360.0;18360.0;18360.0
2026;CA;160304;R5;kg;Sardegna;NP;rifiuti inorganici, diversi da quelli di cui alla voce 16 03 03;R;;25400.0;25400.0
2026;CA;160305;D15;kg;Sardegna;P;rifiuti organici contenenti sostanze pericolose;D;470.0;470.0;470.0
2026;CA;160306;D10;kg;Sardegna;NP;rifiuti organici diversi da quelli di cui alla voce 16 03 05;D;301.0;426.0;426.0
2026;CA;160306;D14;kg;Sardegna;NP;rifiuti organici diversi da quelli di cui alla voce 16 03 05;D;22230.0;24830.0;24830.0
2026;CA;160306;D15;kg;Sardegna;NP;rifiuti organici diversi da quelli di cui alla voce 16 03 05;D;24181.0;26781.0;26781.0
2026;CA;160601;R13;kg;Sardegna;P;batterie al piombo;R;4184.0;5898.0;5898.0
2026;CA;160708;D15;kg;Sardegna;P;rifiuti contenenti oli;D;1500.0;1500.0;1500.0
2026;CA;160708;R12;kg;Sardegna;P;rifiuti contenenti oli;R;149042.0;149260.0;260432.0
2026;CA;160708;R13;kg;Sardegna;P;rifiuti contenenti oli;R;155276.0;155901.0;155901.0
2026;CA;160709;R13;kg;Sardegna;P;rifiuti contenenti altre sostanze pericolose;R;980.0;980.0;980.0
2026;CA;160803;D15;kg;Sardegna;NP;catalizzatori esauriti contenenti metalli di transizione o composti di metalli di transizione, non specificati altrimenti;D;;2880.0;2880.0
2026;CA;160807;D9;kg;Sardegna;P;catalizzatori esauriti contaminati da sostanze pericolose;D;1106420.0;1392580.0;1447500.0
2026;CA;161001;D15;kg;Sardegna;P;rifiuti liquidi acquosi, contenenti sostanze pericolose;D;;3265.0;3265.0
2026;CA;161001;D9;kg;Sardegna;P;rifiuti liquidi acquosi, contenenti sostanze pericolose;D;13640.0;13640.0;13640.0
2026;CA;161001;R12;kg;Sardegna;P;rifiuti liquidi acquosi, contenenti sostanze pericolose;R;135330.0;160290.0;160290.0
2026;CA;161001;R13;kg;Sardegna;P;rifiuti liquidi acquosi, contenenti sostanze pericolose;R;135330.0;135330.0;135330.0
2026;CA;161002;D15;kg;Sardegna;NP;rifiuti liquidi acquosi, diversi da quelle di cui alla voce 16 10 01;D;4364191.0;5008059.0;5008059.0
2026;CA;161002;D8;kg;Sardegna;NP;rifiuti liquidi acquosi, diversi da quelle di cui alla voce 16 10 01;D;35860.0;35860.0;35860.0
2026;CA;161002;D9;kg;Sardegna;NP;rifiuti liquidi acquosi, diversi da quelle di cui alla voce 16 10 01;D;8099992.0;8955746.0;9212146.0
2026;CA;161002;R12;kg;Sardegna;NP;rifiuti liquidi acquosi, diversi da quelle di cui alla voce 16 10 01;R;13400.0;16400.0;16400.0
2026;CA;161002;R13;kg;Sardegna;NP;rifiuti liquidi acquosi, diversi da quelle di cui alla voce 16 10 01;R;13400.0;16400.0;16400.0
2026;CA;161106;R5;kg;Sardegna;NP;rivestimenti e materiali refrattari provenienti da lavorazioni non metallurgiche, diversi da quelli di cui alla voce 16 11 05;R;4960.0;4960.0;4960.0
2026;CA;170101;D1;kg;Sardegna;NP;cemento;D;6395260.0;6884290.0;7089390.0
2026;CA;170101;R5;kg;Sardegna;NP;cemento;R;56071334.0;61800274.0;62953212.0
2026;CA;170102;D1;kg;Sardegna;NP;mattoni;D;468110.0;501950.0;516950.0
2026;CA;170102;R5;kg;Sardegna;NP;mattoni;R;2731474.0;2874804.0;2935980.0
2026;CA;170103;D1;kg;Sardegna;NP;mattonelle e ceramiche;D;125200.0;144020.0;144020.0
2026;CA;170103;R5;kg;Sardegna;NP;mattonelle e ceramiche;R;1136380.0;1170280.0;1190420.0
2026;CA;170107;D1;kg;Sardegna;NP;miscugli di cemento, mattoni, mattonelle e ceramiche, diversi da quelli di cui alla voce 17 01 06;D;16254442.0;17548192.0;18315142.0
2026;CA;170107;R4;kg;Sardegna;NP;miscugli di cemento, mattoni, mattonelle e ceramiche, diversi da quelli di cui alla voce 17 01 06;R;8000.0;8000.0;8000.0
2026;CA;170107;R5;kg;Sardegna;NP;miscugli di cemento, mattoni, mattonelle e ceramiche, diversi da quelli di cui alla voce 17 01 06;R;3870038.0;4318278.0;4421238.0
2026;CA;170201;D14;kg;Sardegna;NP;legno;D;42030.0;51450.0;51450.0
2026;CA;170201;D15;kg;Sardegna;NP;legno;D;42030.0;51450.0;51450.0
2026;CA;170201;R12;kg;Sardegna;NP;legno;R;939943.0;1035603.0;1074903.0
2026;CA;170201;R13;kg;Sardegna;NP;legno;R;5423.0;5703.0;5703.0
2026;CA;170201;R3;kg;Sardegna;NP;legno;R;38740.0;39930.0;39930.0
2026;CA;170201;R4;kg;Sardegna;NP;legno;R;33720.0;33720.0;33720.0
2026;CA;170202;D1;kg;Sardegna;NP;vetro;D;204330.0;209830.0;210830.0
2026;CA;170202;R4;kg;Sardegna;NP;vetro;R;;820.0;820.0
2026;CA;170203;D14;kg;Sardegna;NP;plastica;D;172123.0;203367.0;203367.0
2026;CA;170203;D15;kg;Sardegna;NP;plastica;D;175603.0;206847.0;206847.0
2026;CA;170203;R12;kg;Sardegna;NP;plastica;R;121787.0;133257.0;143457.0
2026;CA;170203;R13;kg;Sardegna;NP;plastica;R;3187.0;5297.0;5297.0
2026;CA;170203;R4;kg;Sardegna;NP;plastica;R;6100.0;6100.0;6100.0
2026;CA;170301;R13;kg;Sardegna;P;miscele bituminose contenenti catrame di carbone;R;9190.0;19412.0;19412.0
2026;CA;170302;D14;kg;Sardegna;NP;miscele bituminose diverse da quelle di cui alla voce 17 03 01;D;39181.0;45721.0;45721.0
2026;CA;170302;D15;kg;Sardegna;NP;miscele bituminose diverse da quelle di cui alla voce 17 03 01;D;43671.0;50211.0;50211.0
2026;CA;170302;D9;kg;Sardegna;NP;miscele bituminose diverse da quelle di cui alla voce 17 03 01;D;41820.0;41820.0;41820.0
2026;CA;170302;R12;kg;Sardegna;NP;miscele bituminose diverse da quelle di cui alla voce 17 03 01;R;12933.0;12933.0;12933.0
2026;CA;170302;R13;kg;Sardegna;NP;miscele bituminose diverse da quelle di cui alla voce 17 03 01;R;8443.0;8443.0;8443.0
2026;CA;170302;R5;kg;Sardegna;NP;miscele bituminose diverse da quelle di cui alla voce 17 03 01;R;42215800.0;45437960.0;45624420.0
2026;CA;170401;R13;kg;Sardegna;NP;rame, bronzo, ottone;R;59220.0;62862.0;62862.0
2026;CA;170401;R4;kg;Sardegna;NP;rame, bronzo, ottone;R;10790.0;10790.0;10790.0
2026;CA;170402;R13;kg;Sardegna;NP;alluminio;R;84708.0;98345.0;98345.0
2026;CA;170402;R4;kg;Sardegna;NP;alluminio;R;43617.0;43617.0;53617.0
2026;CA;170403;R13;kg;Sardegna;NP;piombo;R;8904.0;8904.0;8904.0
2026;CA;170404;R13;kg;Sardegna;NP;zinco;R;4.0;4.0;4.0
2026;CA;170405;R13;kg;Sardegna;NP;ferro e acciaio;R;14015674.0;15015758.0;15217318.0
2026;CA;170405;R4;kg;Sardegna;NP;ferro e acciaio;R;865241.0;1128571.0;1148661.0
2026;CA;170407;R13;kg;Sardegna;NP;metalli misti;R;4215396.0;4607561.0;4707526.0
2026;CA;170407;R4;kg;Sardegna;NP;metalli misti;R;639913.0;965418.0;965418.0
2026;CA;170409;R13;kg;Sardegna;P;rifiuti metallici contaminati da sostanze pericolose;R;118.0;118.0;118.0
2026;CA;170410;D15;kg;Sardegna;P;cavi impregnati di olio, di catrame di carbone o di altre sostanze pericolose;D;260.0;260.0;260.0
2026;CA;170410;R13;kg;Sardegna;P;cavi impregnati di olio, di catrame di carbone o di altre sostanze pericolose;R;6641.0;6641.0;6641.0
2026;CA;170410;R4;kg;Sardegna;P;cavi impregnati di olio, di catrame di carbone o di altre sostanze pericolose;R;6060.0;6060.0;6060.0
2026;CA;170411;D15;kg;Sardegna;NP;cavi, diversi da quelli di cui alla voce 17 04 10;D;30.0;30.0;30.0
2026;CA;170411;R12;kg;Sardegna;NP;cavi, diversi da quelli di cui alla voce 17 04 10;R;;960.0;960.0
2026;CA;170411;R13;kg;Sardegna;NP;cavi, diversi da quelli di cui alla voce 17 04 10;R;23200.0;28394.0;28394.0
2026;CA;170411;R4;kg;Sardegna;NP;cavi, diversi da quelli di cui alla voce 17 04 10;R;5414.0;7134.0;7134.0
2026;CA;170503;D15;kg;Sardegna;P;terra e rocce, contenenti sostanze pericolose;D;1556870.0;1559070.0;1559070.0
2026;CA;170503;D9;kg;Sardegna;P;terra e rocce, contenenti sostanze pericolose;D;556520.0;556520.0;556520.0
2026;CA;170503;R5;kg;Sardegna;P;terra e rocce, contenenti sostanze pericolose;R;39600.0;39600.0;39600.0
2026;CA;170504;D1;kg;Sardegna;NP;terra e rocce, diverse da quelle di cui alla voce 17 05 03;D;35668300.0;36342300.0;36520300.0
2026;CA;170504;D15;kg;Sardegna;NP;terra e rocce, diverse da quelle di cui alla voce 17 05 03;D;2300.0;2300.0;2300.0
2026;CA;170504;D9;kg;Sardegna;NP;terra e rocce, diverse da quelle di cui alla voce 17 05 03;D;304220.0;304220.0;389940.0
2026;CA;170504;R10;kg;Sardegna;NP;terra e rocce, diverse da quelle di cui alla voce 17 05 03;R;365520.0;365520.0;365520.0
2026;CA;170504;R13;kg;Sardegna;NP;terra e rocce, diverse da quelle di cui alla voce 17 05 03;R;21081060.0;21302040.0;21302040.0
2026;CA;170504;R5;kg;Sardegna;NP;terra e rocce, diverse da quelle di cui alla voce 17 05 03;R;64000550.0;68215170.0;70707810.0
2026;CA;170603;D15;kg;Sardegna;P;altri materiali isolanti contenenti o costituiti da sostanze pericolose;D;500.0;500.0;500.0
2026;CA;170604;D14;kg;Sardegna;NP;materiali isolanti, diversi da quelli di cui alle voci 17 06 01 e 17 06 03;D;39092.0;46962.0;46962.0
2026;CA;170604;D15;kg;Sardegna;NP;materiali isolanti, diversi da quelli di cui alle voci 17 06 01 e 17 06 03;D;42422.0;52752.0;52752.0
2026;CA;170604;R12;kg;Sardegna;NP;materiali isolanti, diversi da quelli di cui alle voci 17 06 01 e 17 06 03;R;1113.0;1113.0;1113.0
2026;CA;170604;R13;kg;Sardegna;NP;materiali isolanti, diversi da quelli di cui alle voci 17 06 01 e 17 06 03;R;1883.0;1883.0;1883.0
2026;CA;170801;D15;kg;Sardegna;P;materiali da costruzione a base di gesso contaminati da sostanze pericolose;D;2490.0;2490.0;2490.0
2026;CA;170802;D14;kg;Sardegna;NP;materiali da costruzione a base di gesso, diversi da quelli di cui alla voce 17 08 01;D;47860.0;51850.0;51850.0
2026;CA;170802;D15;kg;Sardegna;NP;materiali da costruzione a base di gesso, diversi da quelli di cui alla voce 17 08 01;D;44710.0;49770.0;49770.0
2026;CA;170802;R12;kg;Sardegna;NP;materiali da costruzione a base di gesso, diversi da quelli di cui alla voce 17 08 01;R;7320.0;9460.0;9460.0
2026;CA;170802;R13;kg;Sardegna;NP;materiali da costruzione a base di gesso, diversi da quelli di cui alla voce 17 08 01;R;5090.0;6160.0;6160.0
2026;CA;170903;D15;kg;Sardegna;P;altri rifiuti dell'attività di costruzione e demolizione (compresi rifiuti misti) contenenti sostanze pericolose;D;340.0;340.0;340.0
2026;CA;170903;D9;kg;Sardegna;P;altri rifiuti dell'attività di costruzione e demolizione (compresi rifiuti misti) contenenti sostanze pericolose;D;251100.0;251100.0;251100.0
2026;CA;170903;R5;kg;Sardegna;P;altri rifiuti dell'attività di costruzione e demolizione (compresi rifiuti misti) contenenti sostanze pericolose;R;422980.0;422980.0;422980.0
