Anno;Provincia impianto;Regione;Codice EER;Pericoloso;Descrizione EER;Attivita a destinazione;Tipo operazione;Quantita;Unita di misura
2026;LC;Lombardia;190905;NP;resine a scambio ionico saturate o esaurite;D13;D;35552;kg
2026;LC;Lombardia;191001;NP;rifiuti di ferro e acciaio;R4;R;589420;kg
2026;LC;Lombardia;191005;P;altre frazioni, contenenti sostanze pericolose;D9;D;8480;kg
2026;LC;Lombardia;191201;NP;carta e cartone;R12;R;13432510;kg
2026;LC;Lombardia;191201;NP;carta e cartone;R3;R;589000;kg
2026;LC;Lombardia;191202;NP;metalli ferrosi;R12;R;276069;kg
2026;LC;Lombardia;191202;NP;metalli ferrosi;R4;R;15291108;kg
2026;LC;Lombardia;191203;NP;metalli non ferrosi;R12;R;120647;kg
2026;LC;Lombardia;191203;NP;metalli non ferrosi;R4;R;312760;kg
2026;LC;Lombardia;191204;NP;plastica e gomma;R12;R;546405;kg
2026;LC;Lombardia;191204;NP;plastica e gomma;R3;R;96380;kg
2026;LC;Lombardia;191205;NP;vetro;R12;R;9992;kg
2026;LC;Lombardia;191207;NP;legno diverso da quello di cui alla voce 19 12 06;R12;R;29985850;kg
2026;LC;Lombardia;191207;NP;legno diverso da quello di cui alla voce 19 12 06;R3;R;65420;kg
2026;LC;Lombardia;191209;NP;minerali (ad esempio sabbia, rocce);R5;R;112000;kg
2026;LC;Lombardia;191210;NP;rifiuti combustibili (combustibile da rifiuti);R1;R;189570;kg
2026;LC;Lombardia;191211;P;altri rifiuti (compresi materiali misti) prodotti dal trattamento meccanico di rifiuti, contenenti sostanze pericolose;D9;D;26280;kg
2026;LC;Lombardia;191211;P;altri rifiuti (compresi materiali misti) prodotti dal trattamento meccanico di rifiuti, contenenti sostanze pericolose;R12;R;332550;kg
2026;LC;Lombardia;191212;NP;altri rifiuti (compresi materiali misti) prodotti dal trattamento meccanico di rifiuti, diversi da quelli di cui alla voce 19 12 11;D13;D;97940;kg
2026;LC;Lombardia;191212;NP;altri rifiuti (compresi materiali misti) prodotti dal trattamento meccanico di rifiuti, diversi da quelli di cui alla voce 19 12 11;D9;D;1480;kg
2026;LC;Lombardia;191212;NP;altri rifiuti (compresi materiali misti) prodotti dal trattamento meccanico di rifiuti, diversi da quelli di cui alla voce 19 12 11;R1;R;13854839;kg
2026;LC;Lombardia;191212;NP;altri rifiuti (compresi materiali misti) prodotti dal trattamento meccanico di rifiuti, diversi da quelli di cui alla voce 19 12 11;R12;R;70474;kg
2026;LC;Lombardia;191308;NP;rifiuti liquidi acquosi e rifiuti concentrati acquosi prodotti dalle operazioni di risanamento delle acque di falda, diversi da quelli di cui alla voce 19 13 07;D9;D;7240;kg
2026;LC;Lombardia;200101;NP;carta e cartone;R1;R;9520;kg
2026;LC;Lombardia;200101;NP;carta e cartone;R12;R;49830;kg
2026;LC;Lombardia;200101;NP;carta e cartone;R3;R;6812860;kg
2026;LC;Lombardia;200102;NP;vetro;R5;R;15860;kg
2026;LC;Lombardia;200108;NP;rifiuti biodegradabili di cucine e mense;R12;R;3700;kg
2026;LC;Lombardia;200108;NP;rifiuti biodegradabili di cucine e mense;R3;R;10078160;kg
2026;LC;Lombardia;200121;P;tubi fluorescenti ed altri rifiuti contenenti mercurio;R12;R;4282;kg
2026;LC;Lombardia;200123;P;apparecchiature fuori uso contenenti clorofluorocarburi;R12;R;7965663;kg
2026;LC;Lombardia;200123;P;apparecchiature fuori uso contenenti clorofluorocarburi;R4;R;287301;kg
2026;LC;Lombardia;200127;P;vernici, inchiostri, adesivi e resine contenenti sostanze pericolose;D13;D;34360;kg
2026;LC;Lombardia;200127;P;vernici, inchiostri, adesivi e resine contenenti sostanze pericolose;R12;R;605510;kg
2026;LC;Lombardia;200128;NP;vernici, inchiostri, adesivi e resine, diversi da quelli di cui alla voce 20 01 27;R12;R;29800;kg
2026;LC;Lombardia;200132;NP;medicinali diversi da quelli di cui alla voce 20 01 31;R1;R;25201;kg
2026;LC;Lombardia;200133;P;batterie e accumulatori di cui alle voci 16 06 01, 16 06 02 e 16 06 03, nonché batterie e accumulatori non suddivisi contenenti tali batterie;R12;R;404008;kg
2026;LC;Lombardia;200133;P;batterie e accumulatori di cui alle voci 16 06 01, 16 06 02 e 16 06 03, nonché batterie e accumulatori non suddivisi contenenti tali batterie;R4;R;84526;kg
2026;LC;Lombardia;200134;NP;batterie e accumulatori, diversi da quelli di cui alla voce 20 01 33;R12;R;209292;kg
2026;LC;Lombardia;200134;NP;batterie e accumulatori, diversi da quelli di cui alla voce 20 01 33;R4;R;2680;kg
2026;LC;Lombardia;200135;P;apparecchiature elettriche ed elettroniche fuori uso, diverse da quelle di cui alla voce 20 01 21 e 20 01 23, contenenti componenti pericolosi (2);R12;R;229809;kg
2026;LC;Lombardia;200136;NP;apparecchiature elettriche ed elettroniche fuori uso, diverse da quelle di cui alle voci 20 01 21, 20 01 23 e 20 01 35;R12;R;9325003;kg
2026;LC;Lombardia;200136;NP;apparecchiature elettriche ed elettroniche fuori uso, diverse da quelle di cui alle voci 20 01 21, 20 01 23 e 20 01 35;R4;R;6509;kg
2026;LC;Lombardia;200138;NP;legno diverso da quello di cui alla voce 20 01 37;R12;R;9266220;kg
2026;LC;Lombardia;200139;NP;plastica;R12;R;3600;kg
2026;LC;Lombardia;200140;NP;metalli;R12;R;1776398;kg
2026;LC;Lombardia;200140;NP;metalli;R4;R;4942125;kg
2026;LC;Lombardia;200201;NP;rifiuti biodegradabili;R12;R;4071030;kg
2026;LC;Lombardia;200201;NP;rifiuti biodegradabili;R3;R;4958220;kg
2026;LC;Lombardia;200202;NP;terra e roccia;R5;R;181680;kg
2026;LC;Lombardia;200301;NP;rifiuti urbani non differenziati;R1;R;29635985;kg
2026;LC;Lombardia;200301;NP;rifiuti urbani non differenziati;R12;R;5000;kg
2026;LC;Lombardia;200307;NP;rifiuti ingombranti;R12;R;3896778;kg
2026;LC;Lombardia;200307;NP;rifiuti ingombranti;R13;R;8720;kg
2026;LC;Lombardia;200399;NP;rifiuti urbani non specificati altrimenti;R1;R;9400;kg
2026;LE;Puglia;010413;NP;rifiuti prodotti dal taglio e dalla segagione della pietra, diversi da quelli di cui alla voce 01 04 07;R5;R;2669020;kg
2026;LE;Puglia;020103;NP;scarti di tessuti vegetali;R3;R;28670;kg
2026;LE;Puglia;020104;NP;rifiuti plastici (ad esclusione degli imballaggi);R12;R;46020;kg
2026;LE;Puglia;020104;NP;rifiuti plastici (ad esclusione degli imballaggi);R13;R;4660;kg
2026;LE;Puglia;020106;NP;feci animali, urine e letame (comprese le lettiere usate), effluenti, raccolti separatamente e trattati fuori sito;D8;D;69280;kg
2026;LE;Puglia;020201;NP;fanghi da operazioni di lavaggio e pulizia;D8;D;60940;kg
2026;LE;Puglia;020203;NP;scarti inutilizzabili per il consumo o la trasformazione;D10;D;288;kg
2026;LE;Puglia;020204;NP;fanghi da trattamento in loco degli effluenti;D8;D;11140;kg
2026;LE;Puglia;020301;NP;fanghi prodotti da operazioni di lavaggio, pulizia, sbucciatura, centrifugazione e separazione;D8;D;117620;kg
2026;LE;Puglia;020304;NP;scarti inutilizzabili per il consumo o la trasformazione;D10;D;5;kg
2026;LE;Puglia;020304;NP;scarti inutilizzabili per il consumo o la trasformazione;D8;D;36320;kg
2026;LE;Puglia;020304;NP;scarti inutilizzabili per il consumo o la trasformazione;R13;R;11250;kg
2026;LE;Puglia;020304;NP;scarti inutilizzabili per il consumo o la trasformazione;R3;R;24360;kg
2026;LE;Puglia;020501;NP;scarti inutilizzabili per il consumo o la trasformazione;D8;D;448420;kg
2026;LE;Puglia;020599;NP;rifiuti non specificati altrimenti;D8;D;221740;kg
2026;LE;Puglia;020603;NP;fanghi da trattamento in loco degli effluenti;D8;D;191640;kg
2026;LE;Puglia;020701;NP;rifiuti prodotti dalle operazioni di lavaggio, pulizia e macinazione della materia prima;D8;D;11360;kg
2026;LE;Puglia;020704;NP;scarti inutilizzabili per il consumo o la trasformazione;D10;D;50;kg
2026;LE;Puglia;020705;NP;fanghi da trattamento in loco degli effluenti;D8;D;43800;kg
2026;LE;Puglia;030105;NP;segatura, trucioli, residui di taglio, legno, pannelli di truciolare e piallacci diversi da quelli di cui alla voce 03 01 04;R12;R;436786;kg
2026;LE;Puglia;030105;NP;segatura, trucioli, residui di taglio, legno, pannelli di truciolare e piallacci diversi da quelli di cui alla voce 03 01 04;R3;R;5620;kg
2026;LE;Puglia;040108;NP;rifiuti di cuoio conciato (scarti, cascami, ritagli, polveri di lucidatura) contenenti cromo;D13;D;48640;kg
2026;LE;Puglia;040108;NP;rifiuti di cuoio conciato (scarti, cascami, ritagli, polveri di lucidatura) contenenti cromo;R12;R;4460;kg
2026;LE;Puglia;040109;NP;rifiuti delle operazioni di confezionamento e finitura;D13;D;133319;kg
2026;LE;Puglia;040109;NP;rifiuti delle operazioni di confezionamento e finitura;R12;R;77440;kg
2026;LE;Puglia;040221;NP;rifiuti da fibre tessili grezze;R12;R;100;kg
2026;LE;Puglia;040222;NP;rifiuti da fibre tessili lavorate;D13;D;113761;kg
2026;LE;Puglia;040222;NP;rifiuti da fibre tessili lavorate;R12;R;48685;kg
2026;LE;Puglia;040222;NP;rifiuti da fibre tessili lavorate;R13;R;51420;kg
2026;LE;Puglia;070213;NP;rifiuti plastici;D13;D;6230;kg
2026;LE;Puglia;070213;NP;rifiuti plastici;R12;R;59663;kg
2026;LE;Puglia;070213;NP;rifiuti plastici;R13;R;212994;kg
2026;LE;Puglia;070213;NP;rifiuti plastici;R3;R;9040;kg
2026;LE;Puglia;070612;NP;fanghi prodotti dal trattamento in loco di effluenti, diversi da quelli di cui alla voce 07 06 11;D8;D;36040;kg
2026;LE;Puglia;080111;P;pitture e vernici di scarto, contenenti solventi organici o altre sostanze pericolose;D13;D;24;kg
2026;LE;Puglia;080116;NP;fanghi acquosi contenenti pitture e vernici, diversi da quelli di cui alla voce 08 01 15;D8;D;35580;kg
2026;LE;Puglia;080120;NP;sospensioni acquose contenenti pitture e vernici, diverse da quelle di cui alla voce 08 01 19;D8;D;210560;kg
2026;LE;Puglia;080318;NP;toner per stampa esauriti, diversi da quelli di cui alla voce 08 03 17;D10;D;7261;kg
2026;LE;Puglia;080318;NP;toner per stampa esauriti, diversi da quelli di cui alla voce 08 03 17;R12;R;484;kg
2026;LE;Puglia;100101;NP;ceneri pesanti, scorie e polveri di caldaia (tranne le polveri di caldaia di cui alla voce 10 01 04);R5;R;282310;kg
2026;LE;Puglia;100102;NP;ceneri leggere di carbone;R5;R;19110000;kg
2026;LE;Puglia;100103;NP;ceneri leggere di torba e di legno non trattato;R5;R;433220;kg
2026;LE;Puglia;100210;NP;scaglie di laminazione;R5;R;1667860;kg
2026;LE;Puglia;100903;NP;scorie di fusione;R10;R;53745;kg
2026;LE;Puglia;101208;NP;scarti di ceramica, mattoni, mattonelle e materiali da costruzione (sottoposti a trattamento termico);R5;R;18520;kg
2026;LE;Puglia;101311;NP;rifiuti della produzione di materiali compositi a base di cemento, diversi da quelli di cui alle voci 10 13 09 e 10 13 10;R5;R;6542120;kg
2026;LE;Puglia;110112;NP;soluzioni acquose di lavaggio, diverse da quelle di cui alla voce 11 01 11;D8;D;24580;kg
2026;LE;Puglia;120101;NP;limatura e trucioli di metalli ferrosi;R12;R;56715;kg
2026;LE;Puglia;120101;NP;limatura e trucioli di metalli ferrosi;R13;R;2530;kg
2026;LE;Puglia;120101;NP;limatura e trucioli di metalli ferrosi;R4;R;1524574;kg
2026;LE;Puglia;120102;NP;polveri e particolato di metalli ferrosi;R13;R;150;kg
2026;LE;Puglia;120102;NP;polveri e particolato di metalli ferrosi;R4;R;103635;kg
2026;LE;Puglia;120103;NP;limatura e trucioli di metalli non ferrosi;R12;R;325;kg
2026;LE;Puglia;120103;NP;limatura e trucioli di metalli non ferrosi;R4;R;1475;kg
2026;LE;Puglia;120104;NP;polveri e particolato di metalli non ferrosi;R12;R;36;kg
2026;LE;Puglia;120105;NP;limatura e trucioli di materiali plastici;R12;R;100;kg
2026;LE;Puglia;130110;P;oli minerali per circuiti idraulici, non clorurati;R12;R;5463;kg
2026;LE;Puglia;130111;P;oli sintetici per circuiti idraulici;R12;R;2690;kg
2026;LE;Puglia;130113;P;altri oli per circuiti idraulici;R12;R;4628;kg
2026;LE;Puglia;130204;P;oli minerali per motori, ingranaggi e lubrificazione, clorurati;R12;R;4010;kg
2026;LE;Puglia;130205;P;oli minerali per motori, ingranaggi e lubrificazione, non clorurati;R12;R;92756;kg
2026;LE;Puglia;130208;P;altri oli per motori, ingranaggi e lubrificazione;R12;R;1410;kg
2026;LE;Puglia;130307;P;oli minerali isolanti e termoconduttori non clorurati;R12;R;16700;kg
2026;LE;Puglia;130701;P;olio combustibile e carburante diesel;R12;R;24908;kg
2026;LE;Puglia;130702;P;Benzina;R12;R;52;kg
2026;LE;Puglia;130703;P;altri carburanti (comprese le miscele);R12;R;11642;kg
2026;LE;Puglia;130802;P;altre emulsioni;D13;D;9560;kg
2026;LE;Puglia;130802;P;altre emulsioni;R12;R;11740;kg
2026;LE;Puglia;150101;NP;imballaggi di carta e cartone;D10;D;6295;kg
2026;LE;Puglia;150101;NP;imballaggi di carta e cartone;R12;R;95470;kg
2026;LE;Puglia;150101;NP;imballaggi di carta e cartone;R13;R;62820;kg
2026;LE;Puglia;150101;NP;imballaggi di carta e cartone;R3;R;21370790;kg
2026;LE;Puglia;150102;NP;imballaggi di plastica;D13;D;422;kg
2026;LE;Puglia;150102;NP;imballaggi di plastica;R12;R;6649783;kg
2026;LE;Puglia;150102;NP;imballaggi di plastica;R13;R;18600;kg
2026;LE;Puglia;150103;NP;imballaggi in legno;R12;R;1515903;kg
2026;LE;Puglia;150103;NP;imballaggi in legno;R3;R;11940;kg
2026;LE;Puglia;150104;NP;imballaggi metallici;R12;R;15765;kg
2026;LE;Puglia;150104;NP;imballaggi metallici;R13;R;9645;kg
2026;LE;Puglia;150104;NP;imballaggi metallici;R4;R;857280;kg
2026;LE;Puglia;150105;NP;imballaggi compositi;R12;R;22730;kg
2026;LE;Puglia;150105;NP;imballaggi compositi;R13;R;11100;kg
2026;LE;Puglia;150106;NP;imballaggi in materiali misti;D10;D;3020;kg
2026;LE;Puglia;150106;NP;imballaggi in materiali misti;D13;D;21003;kg
2026;LE;Puglia;150106;NP;imballaggi in materiali misti;R12;R;10829636;kg
2026;LE;Puglia;150106;NP;imballaggi in materiali misti;R13;R;1139450;kg
2026;LE;Puglia;150106;NP;imballaggi in materiali misti;R3;R;1766504;kg
2026;LE;Puglia;150106;NP;imballaggi in materiali misti;R5;R;2747840;kg
2026;LE;Puglia;150107;NP;imballaggi di vetro;R12;R;1565183;kg
2026;LE;Puglia;150107;NP;imballaggi di vetro;R5;R;13000;kg
2026;LE;Puglia;150110;P;imballaggi contenenti residui di sostanze pericolose o contaminati da tali sostanze;D10;D;58225;kg
2026;LE;Puglia;150110;P;imballaggi contenenti residui di sostanze pericolose o contaminati da tali sostanze;R12;R;2030;kg
2026;LE;Puglia;150111;P;imballaggi metallici contenenti matrici solide porose pericolose (ad esempio amianto), compresi contenitori a pressione vuoti;R12;R;2679;kg
2026;LE;Puglia;150202;P;assorbenti, materiali filtranti (inclusi filtri dell'olio non specificati altrimenti), stracci e indumenti protettivi, contaminati da sostanze pericolose;D10;D;14770;kg
2026;LE;Puglia;150202;P;assorbenti, materiali filtranti (inclusi filtri dell'olio non specificati altrimenti), stracci e indumenti protettivi, contaminati da sostanze pericolose;D13;D;1729;kg
2026;LE;Puglia;150203;NP;assorbenti, materiali filtranti, stracci e indumenti protettivi, diversi da quelli di cui alla voce 15 02 02;D10;D;58;kg
2026;LE;Puglia;150203;NP;assorbenti, materiali filtranti, stracci e indumenti protettivi, diversi da quelli di cui alla voce 15 02 02;D13;D;27319;kg
2026;LE;Puglia;150203;NP;assorbenti, materiali filtranti, stracci e indumenti protettivi, diversi da quelli di cui alla voce 15 02 02;R12;R;3101;kg
2026;LE;Puglia;160103;NP;pneumatici fuori uso;R12;R;28425;kg
2026;LE;Puglia;160103;NP;pneumatici fuori uso;R13;R;147510;kg
2026;LE;Puglia;160104;P;veicoli fuori uso;R12;R;2779509;kg
2026;LE;Puglia;160104;P;veicoli fuori uso;R13;R;3437395;kg
2026;LE;Puglia;160104;P;veicoli fuori uso;R2;R;1045;kg
2026;LE;Puglia;160104;P;veicoli fuori uso;R3;R;5836;kg
2026;LE;Puglia;160104;P;veicoli fuori uso;R4;R;4166204;kg
2026;LE;Puglia;160104;P;veicoli fuori uso;R5;R;1025;kg
2026;LE;Puglia;160106;NP;veicoli fuori uso, non contenenti liquidi né altre componenti pericolose;R12;R;1391717;kg
2026;LE;Puglia;160106;NP;veicoli fuori uso, non contenenti liquidi né altre componenti pericolose;R13;R;1292634;kg
2026;LE;Puglia;160106;NP;veicoli fuori uso, non contenenti liquidi né altre componenti pericolose;R3;R;4700;kg
2026;LE;Puglia;160106;NP;veicoli fuori uso, non contenenti liquidi né altre componenti pericolose;R4;R;15082960;kg
2026;LE;Puglia;160107;P;filtri dell'olio;R12;R;5377;kg
2026;LE;Puglia;160112;NP;pastiglie per freni, diverse da quelle di cui alla voce 16 01 11;R12;R;3246;kg
2026;LE;Puglia;160116;NP;serbatoi per gas liquefatto;R12;R;330;kg
2026;LE;Puglia;160116;NP;serbatoi per gas liquefatto;R13;R;7000;kg
2026;LE;Puglia;160116;NP;serbatoi per gas liquefatto;R4;R;2750;kg
2026;LE;Puglia;160117;NP;metalli ferrosi;R12;R;18830;kg
2026;LE;Puglia;160117;NP;metalli ferrosi;R13;R;453106;kg
2026;LE;Puglia;160117;NP;metalli ferrosi;R4;R;7449810;kg
2026;LE;Puglia;160118;NP;metalli non ferrosi;R12;R;270308;kg
2026;LE;Puglia;160118;NP;metalli non ferrosi;R4;R;116879;kg
2026;LE;Puglia;160119;NP;plastica;D13;D;18043;kg
2026;LE;Puglia;160119;NP;plastica;R12;R;56595;kg
2026;LE;Puglia;160119;NP;plastica;R13;R;18580;kg
2026;LE;Puglia;160120;NP;vetro;R5;R;3500;kg
2026;LE;Puglia;160122;NP;componenti non specificati altrimenti;D13;D;1516;kg
2026;LE;Puglia;160122;NP;componenti non specificati altrimenti;R12;R;180222;kg
2026;LE;Puglia;160122;NP;componenti non specificati altrimenti;R4;R;834110;kg
2026;LE;Puglia;160211;P;apparecchiature fuori uso, contenenti clorofluorocarburi, HCFC, HFC;R12;R;220;kg
2026;LE;Puglia;160213;P;apparecchiature fuori uso, contenenti componenti pericolosi (1) diversi da quelli di cui alle voci 16 02 09 e 16 02 12;R12;R;259;kg
2026;LE;Puglia;160214;NP;apparecchiature fuori uso, diverse da quelle di cui alle voci da 16 02 09 a 16 02 13;R12;R;323744;kg
2026;LE;Puglia;160214;NP;apparecchiature fuori uso, diverse da quelle di cui alle voci da 16 02 09 a 16 02 13;R13;R;435053;kg
2026;LE;Puglia;160214;NP;apparecchiature fuori uso, diverse da quelle di cui alle voci da 16 02 09 a 16 02 13;R4;R;3445;kg
2026;LE;Puglia;160216;NP;componenti rimossi da apparecchiature fuori uso, diversi da quelli di cui alla voce 16 02 15;R12;R;408876;kg
2026;LE;Puglia;160216;NP;componenti rimossi da apparecchiature fuori uso, diversi da quelli di cui alla voce 16 02 15;R13;R;121006;kg
2026;LE;Puglia;160304;NP;rifiuti inorganici, diversi da quelli di cui alla voce 16 03 03;D10;D;2940;kg
2026;LE;Puglia;160304;NP;rifiuti inorganici, diversi da quelli di cui alla voce 16 03 03;D13;D;8730;kg
2026;LE;Puglia;160304;NP;rifiuti inorganici, diversi da quelli di cui alla voce 16 03 03;D15;D;900;kg
2026;LE;Puglia;160305;P;rifiuti organici contenenti sostanze pericolose;D10;D;2400;kg
2026;LE;Puglia;160306;NP;rifiuti organici diversi da quelli di cui alla voce 16 03 05;D10;D;12790;kg
2026;LE;Puglia;160306;NP;rifiuti organici diversi da quelli di cui alla voce 16 03 05;D13;D;6805;kg
2026;LE;Puglia;160601;P;batterie al piombo;R13;R;1290;kg
2026;LE;Puglia;160601;P;batterie al piombo;R4;R;850;kg
2026;LE;Puglia;160605;NP;altre batterie e accumulatori;R12;R;390;kg
2026;LE;Puglia;160801;NP;catalizzatori esauriti contenenti oro, argento, renio, rodio, palladio, iridio o platino (tranne 16 08 07);R12;R;376140;kg
2026;LE;Puglia;160807;P;catalizzatori esauriti contaminati da sostanze pericolose;R12;R;146847;kg
2026;LE;Puglia;161002;NP;rifiuti liquidi acquosi, diversi da quelle di cui alla voce 16 10 01;D8;D;15107080;kg
2026;LE;Puglia;161004;NP;concentrati acquosi, diversi da quelli di cui alla voce 16 10 03;D8;D;9660;kg
2026;LE;Puglia;161106;NP;rivestimenti e materiali refrattari provenienti da lavorazioni non metallurgiche, diversi da quelli di cui alla voce 16 11 05;D1;D;23620;kg
2026;LE;Puglia;170101;NP;cemento;R5;R;20066864;kg
2026;LE;Puglia;170102;NP;mattoni;R5;R;5405400;kg
2026;LE;Puglia;170103;NP;mattonelle e ceramiche;R5;R;1724450;kg
2026;LE;Puglia;170107;NP;miscugli di cemento, mattoni, mattonelle e ceramiche, diversi da quelli di cui alla voce 17 01 06;R5;R;2557340;kg
2026;LE;Puglia;170201;NP;legno;R12;R;1208322;kg
2026;LE;Puglia;170201;NP;legno;R13;R;44800;kg
2026;LE;Puglia;170201;NP;legno;R3;R;20900;kg
2026;LE;Puglia;170201;NP;legno;R5;R;2740;kg
2026;LE;Puglia;170202;NP;vetro;R12;R;54128;kg
2026;LE;Puglia;170202;NP;vetro;R13;R;9820;kg
2026;LE;Puglia;170202;NP;vetro;R5;R;148000;kg
2026;LE;Puglia;170203;NP;plastica;D13;D;5843;kg
2026;LE;Puglia;170203;NP;plastica;R12;R;350422;kg
2026;LE;Puglia;170203;NP;plastica;R13;R;170;kg
2026;LE;Puglia;170302;NP;miscele bituminose diverse da quelle di cui alla voce 17 03 01;R5;R;52121120;kg
2026;LE;Puglia;170401;NP;rame, bronzo, ottone;R12;R;31782;kg
2026;LE;Puglia;170401;NP;rame, bronzo, ottone;R13;R;80563;kg
2026;LE;Puglia;170401;NP;rame, bronzo, ottone;R4;R;161041;kg
2026;LE;Puglia;170402;NP;alluminio;R12;R;50201;kg
2026;LE;Puglia;170402;NP;alluminio;R13;R;5474;kg
2026;LE;Puglia;170402;NP;alluminio;R4;R;1223042;kg
2026;LE;Puglia;170403;NP;piombo;R12;R;1500;kg
2026;LE;Puglia;170403;NP;piombo;R4;R;2956;kg
2026;LE;Puglia;170405;NP;ferro e acciaio;R12;R;627654;kg
2026;LE;Puglia;170405;NP;ferro e acciaio;R13;R;1960190;kg
2026;LE;Puglia;170405;NP;ferro e acciaio;R4;R;35588571;kg
2026;LE;Puglia;170407;NP;metalli misti;R12;R;6201962;kg
2026;LE;Puglia;170407;NP;metalli misti;R13;R;501247;kg
2026;LE;Puglia;170407;NP;metalli misti;R4;R;333169;kg
2026;LE;Puglia;170411;NP;cavi, diversi da quelli di cui alla voce 17 04 10;R12;R;62892;kg
2026;LE;Puglia;170411;NP;cavi, diversi da quelli di cui alla voce 17 04 10;R13;R;259522;kg
2026;LE;Puglia;170411;NP;cavi, diversi da quelli di cui alla voce 17 04 10;R4;R;3398;kg
2026;LE;Puglia;170504;NP;terra e rocce, diverse da quelle di cui alla voce 17 05 03;R10;R;2807400;kg
2026;LE;Puglia;170504;NP;terra e rocce, diverse da quelle di cui alla voce 17 05 03;R5;R;313999460;kg
2026;LE;Puglia;170506;NP;materiale di dragaggio, diverso da quello di cui alla voce 17 05 05;R5;R;389460;kg
2026;LE;Puglia;170508;NP;pietrisco per massicciate ferroviarie, diverso da quello di cui alla voce 17 05 07;R5;R;12135850;kg
2026;LE;Puglia;170604;NP;materiali isolanti, diversi da quelli di cui alle voci 17 06 01 e 17 06 03;D13;D;5726;kg
2026;LE;Puglia;170604;NP;materiali isolanti, diversi da quelli di cui alle voci 17 06 01 e 17 06 03;R12;R;174670;kg
2026;LE;Puglia;170802;NP;materiali da costruzione a base di gesso, diversi da quelli di cui alla voce 17 08 01;D13;D;2830;kg
2026;LE;Puglia;170802;NP;materiali da costruzione a base di gesso, diversi da quelli di cui alla voce 17 08 01;R13;R;68830;kg
2026;LE;Puglia;170802;NP;materiali da costruzione a base di gesso, diversi da quelli di cui alla voce 17 08 01;R5;R;385010;kg
2026;LE;Puglia;170904;NP;rifiuti misti dell'attività di costruzione e demolizione, diversi da quelli di cui alle voci 17 09 01, 17 09 02 e 17 09 03;D13;D;24155;kg
2026;LE;Puglia;170904;NP;rifiuti misti dell'attività di costruzione e demolizione, diversi da quelli di cui alle voci 17 09 01, 17 09 02 e 17 09 03;R12;R;800;kg
2026;LE;Puglia;170904;NP;rifiuti misti dell'attività di costruzione e demolizione, diversi da quelli di cui alle voci 17 09 01, 17 09 02 e 17 09 03;R13;R;22620;kg
2026;LE;Puglia;170904;NP;rifiuti misti dell'attività di costruzione e demolizione, diversi da quelli di cui alle voci 17 09 01, 17 09 02 e 17 09 03;R5;R;114823168;kg
2026;LE;Puglia;180102;NP;parti anatomiche ed organi incluse le sacche per il plasma e le riserve di sangue (tranne 18 01 03);D10;D;1055;kg
2026;LE;Puglia;180103;P;rifiuti che devono essere raccolti e smaltiti applicando precauzioni particolari per evitare infezioni;D10;D;2168787;kg
2026;LE;Puglia;180104;NP;rifiuti che non devono essere raccolti e smaltiti applicando precauzioni particolari per evitare infezioni (es. bende, ingessature, lenzuola, indumenti monouso, assorbenti igienici);D10;D;23957;kg
2026;LE;Puglia;180106;P;sostanze chimiche pericolose o contenenti sostanze pericolose;D10;D;38492;kg
2026;LE;Puglia;180107;NP;sostanze chimiche diverse da quelle di cui alla voce 18 01 06;D10;D;28073;kg
2026;LE;Puglia;180108;P;medicinali citotossici e citostatici;D10;D;66303;kg
2026;LE;Puglia;180109;NP;medicinali diversi da quelli di cui alla voce 18 01 08;D10;D;38653;kg
2026;LE;Puglia;180110;P;rifiuti di amalgama prodotti da interventi odontoiatrici;D10;D;103;kg
2026;LE;Puglia;180201;NP;oggetti da taglio (eccetto 18 02 02);D10;D;1;kg
2026;LE;Puglia;180202;P;rifiuti che devono essere raccolti e smaltiti applicando precauzioni particolari per evitare infezioni;D10;D;33339;kg
2026;LE;Puglia;180203;NP;rifiuti che non devono essere raccolti e smaltiti applicando precauzioni particolari per evitare infezioni;D10;D;5614;kg
2026;LE;Puglia;180205;P;sostanze chimiche pericolose o contenenti sostanze pericolose;D10;D;702;kg
2026;LE;Puglia;180207;P;medicinali citotossici e citostatici;D10;D;25;kg
2026;LE;Puglia;180208;NP;medicinali diversi da quelli di cui alla voce 18 02 07;D10;D;9798;kg
2026;LE;Puglia;190599;NP;rifiuti non specificati altrimenti;D8;D;1051260;kg
2026;LE;Puglia;190699;NP;rifiuti non specificati altrimenti;;;2100;kg
2026;LE;Puglia;190699;NP;rifiuti non specificati altrimenti;D10;D;1530366;kg
2026;LE;Puglia;190699;NP;rifiuti non specificati altrimenti;R1;R;1292024;kg
2026;LE;Puglia;190703;NP;percolato di discarica, diverso da quello di cui alla voce 19 07 02;D8;D;474760;kg
2026;LE;Puglia;190802;NP;rifiuti da dissabbiamento;D8;D;4140;kg
2026;LE;Puglia;190805;NP;fanghi prodotti dal trattamento delle acque reflue urbane;D8;D;315780;kg
2026;LE;Puglia;190805;NP;fanghi prodotti dal trattamento delle acque reflue urbane;R13;R;3740000;kg
2026;LE;Puglia;190809;NP;miscele di oli e grassi prodotte dalla separazione olio/acqua, contenenti esclusivamente oli e grassi commestibili;D8;D;86720;kg
2026;LE;Puglia;190812;NP;fanghi prodotti dal trattamento biologico di acque reflue industriali, diversi da quelli di cui alla voce 19 08 11;D8;D;220600;kg
