Anno;Provincia produttore;Regione;Codice EER;Pericoloso;Descrizione EER;Quantita;Unita di misura
2026;VT;Lazio;160117;NP;metalli ferrosi;523292;kg
2026;VT;Lazio;160117;NP;metalli ferrosi;42000;l
2026;VV;Calabria;160117;NP;metalli ferrosi;196267;kg
2026;AG;Sicilia;160118;NP;metalli non ferrosi;169842;kg
2026;AL;Piemonte;160118;NP;metalli non ferrosi;38793;kg
2026;AN;Marche;160118;NP;metalli non ferrosi;86500;kg
2026;AO;Valle d`Aosta;160118;NP;metalli non ferrosi;34082;kg
2026;AP;Marche;160118;NP;metalli non ferrosi;75698;kg
2026;AQ;Abruzzo;160118;NP;metalli non ferrosi;70490;kg
2026;AR;Toscana;160118;NP;metalli non ferrosi;82391;kg
2026;AT;Piemonte;160118;NP;metalli non ferrosi;8386;kg
2026;AV;Campania;160118;NP;metalli non ferrosi;194090;kg
2026;BA;Puglia;160118;NP;metalli non ferrosi;482654;kg
2026;BG;Lombardia;160118;NP;metalli non ferrosi;116652;kg
2026;BI;Piemonte;160118;NP;metalli non ferrosi;27154;kg
2026;BL;Veneto;160118;NP;metalli non ferrosi;12600;kg
2026;BN;Campania;160118;NP;metalli non ferrosi;104026;kg
2026;BO;Emilia Romagna;160118;NP;metalli non ferrosi;93994;kg
2026;BR;Puglia;160118;NP;metalli non ferrosi;177963;kg
2026;BS;Lombardia;160118;NP;metalli non ferrosi;512904;kg
2026;BT;Puglia;160118;NP;metalli non ferrosi;72738;kg
2026;BZ;Trentino Alto Adige;160118;NP;metalli non ferrosi;51912;kg
2026;CA;Sardegna;160118;NP;metalli non ferrosi;153880;kg
2026;CB;Molise;160118;NP;metalli non ferrosi;69616;kg
2026;CE;Campania;160118;NP;metalli non ferrosi;425212;kg
2026;CH;Abruzzo;160118;NP;metalli non ferrosi;250920;kg
2026;CI;Sardegna;160118;NP;metalli non ferrosi;11000;kg
2026;CL;Sicilia;160118;NP;metalli non ferrosi;60584;kg
2026;CN;Piemonte;160118;NP;metalli non ferrosi;751658;kg
2026;CO;Lombardia;160118;NP;metalli non ferrosi;97651;kg
2026;CR;Lombardia;160118;NP;metalli non ferrosi;39902;kg
2026;CS;Calabria;160118;NP;metalli non ferrosi;178040;kg
2026;CT;Sicilia;160118;NP;metalli non ferrosi;269315;kg
2026;CZ;Calabria;160118;NP;metalli non ferrosi;142815;kg
2026;EN;Sicilia;160118;NP;metalli non ferrosi;13798;kg
2026;FC;Emilia Romagna;160118;NP;metalli non ferrosi;2906812;kg
2026;FC;Emilia Romagna;160118;NP;metalli non ferrosi;400;l
2026;FE;Emilia Romagna;160118;NP;metalli non ferrosi;64919;kg
2026;FG;Puglia;160118;NP;metalli non ferrosi;330543;kg
2026;FI;Toscana;160118;NP;metalli non ferrosi;56067;kg
2026;FM;Marche;160118;NP;metalli non ferrosi;62756;kg
2026;FR;Lazio;160118;NP;metalli non ferrosi;269828;kg
2026;GE;Liguria;160118;NP;metalli non ferrosi;51297;kg
2026;GE;Liguria;160118;NP;metalli non ferrosi;49000;l
2026;GO;Friuli Venezia Giulia;160118;NP;metalli non ferrosi;33261;kg
2026;GR;Toscana;160118;NP;metalli non ferrosi;25238;kg
2026;IM;Liguria;160118;NP;metalli non ferrosi;9828;kg
2026;IS;Molise;160118;NP;metalli non ferrosi;2097;kg
2026;KR;Calabria;160118;NP;metalli non ferrosi;76769;kg
2026;LC;Lombardia;160118;NP;metalli non ferrosi;792454;kg
2026;LE;Puglia;160118;NP;metalli non ferrosi;587694;kg
2026;LI;Toscana;160118;NP;metalli non ferrosi;54203;kg
2026;LO;Lombardia;160118;NP;metalli non ferrosi;17310;kg
2026;LT;Lazio;160118;NP;metalli non ferrosi;181664;kg
2026;LU;Toscana;160118;NP;metalli non ferrosi;18475;kg
2026;MB;Lombardia;160118;NP;metalli non ferrosi;105810;kg
2026;MC;Marche;160118;NP;metalli non ferrosi;124207;kg
2026;ME;Sicilia;160118;NP;metalli non ferrosi;147946;kg
2026;MI;Lombardia;160118;NP;metalli non ferrosi;668958;kg
2026;MN;Lombardia;160118;NP;metalli non ferrosi;86956;kg
2026;MO;Emilia Romagna;160118;NP;metalli non ferrosi;78342;kg
2026;MS;Toscana;160118;NP;metalli non ferrosi;20244;kg
2026;MT;Basilicata;160118;NP;metalli non ferrosi;14470;kg
2026;NA;Campania;160118;NP;metalli non ferrosi;836293;kg
2026;NO;Piemonte;160118;NP;metalli non ferrosi;59331;kg
2026;NU;Sardegna;160118;NP;metalli non ferrosi;24933;kg
2026;OG;Sardegna;160118;NP;metalli non ferrosi;10762;kg
2026;OR;Sardegna;160118;NP;metalli non ferrosi;37954;kg
2026;PA;Sicilia;160118;NP;metalli non ferrosi;189766;kg
2026;PC;Emilia Romagna;160118;NP;metalli non ferrosi;123685;kg
2026;PD;Veneto;160118;NP;metalli non ferrosi;233336;kg
2026;PE;Abruzzo;160118;NP;metalli non ferrosi;89674;kg
2026;PG;Umbria;160118;NP;metalli non ferrosi;145477;kg
2026;PI;Toscana;160118;NP;metalli non ferrosi;63172;kg
2026;PN;Friuli Venezia Giulia;160118;NP;metalli non ferrosi;96106;kg
2026;PO;Toscana;160118;NP;metalli non ferrosi;5058;kg
2026;PR;Emilia Romagna;160118;NP;metalli non ferrosi;85760;kg
2026;PT;Toscana;160118;NP;metalli non ferrosi;52178;kg
2026;PU;Marche;160118;NP;metalli non ferrosi;46667;kg
2026;PV;Lombardia;160118;NP;metalli non ferrosi;26757;kg
2026;PZ;Basilicata;160118;NP;metalli non ferrosi;107312;kg
2026;RA;Emilia Romagna;160118;NP;metalli non ferrosi;79171;kg
2026;RC;Calabria;160118;NP;metalli non ferrosi;151553;kg
2026;RE;Emilia Romagna;160118;NP;metalli non ferrosi;79374;kg
2026;RG;Sicilia;160118;NP;metalli non ferrosi;73018;kg
2026;RI;Lazio;160118;NP;metalli non ferrosi;20922;kg
2026;RM;Lazio;160118;NP;metalli non ferrosi;450291;kg
2026;RN;Emilia Romagna;160118;NP;metalli non ferrosi;87186;kg
2026;RO;Veneto;160118;NP;metalli non ferrosi;27860;kg
2026;SA;Campania;160118;NP;metalli non ferrosi;350448;kg
2026;SI;Toscana;160118;NP;metalli non ferrosi;71589;kg
2026;SO;Lombardia;160118;NP;metalli non ferrosi;11280;kg
2026;SP;Liguria;160118;NP;metalli non ferrosi;23171;kg
2026;SR;Sicilia;160118;NP;metalli non ferrosi;364149;kg
2026;SS;Sardegna;160118;NP;metalli non ferrosi;149127;kg
2026;SU;Sardegna;160118;NP;metalli non ferrosi;52693;kg
2026;SV;Liguria;160118;NP;metalli non ferrosi;418577;kg
2026;TA;Puglia;160118;NP;metalli non ferrosi;260768;kg
2026;TE;Abruzzo;160118;NP;metalli non ferrosi;83474;kg
2026;TN;Trentino Alto Adige;160118;NP;metalli non ferrosi;88274;kg
2026;TN;Trentino Alto Adige;160118;NP;metalli non ferrosi;12100;l
2026;TO;Piemonte;160118;NP;metalli non ferrosi;2048287;kg
2026;TP;Sicilia;160118;NP;metalli non ferrosi;70748;kg
2026;TR;Umbria;160118;NP;metalli non ferrosi;122379;kg
2026;TS;Friuli Venezia Giulia;160118;NP;metalli non ferrosi;19439;kg
2026;TV;Veneto;160118;NP;metalli non ferrosi;257922;kg
2026;TV;Veneto;160118;NP;metalli non ferrosi;930;l
2026;UD;Friuli Venezia Giulia;160118;NP;metalli non ferrosi;108992;kg
2026;VA;Lombardia;160118;NP;metalli non ferrosi;58505;kg
2026;VB;Piemonte;160118;NP;metalli non ferrosi;15716;kg
2026;VC;Piemonte;160118;NP;metalli non ferrosi;34609;kg
2026;VE;Veneto;160118;NP;metalli non ferrosi;125975;kg
2026;VE;Veneto;160118;NP;metalli non ferrosi;30000;l
2026;VI;Veneto;160118;NP;metalli non ferrosi;468516;kg
2026;VI;Veneto;160118;NP;metalli non ferrosi;1200;l
2026;VR;Veneto;160118;NP;metalli non ferrosi;79176;kg
2026;VR;Veneto;160118;NP;metalli non ferrosi;8000;l
2026;VT;Lazio;160118;NP;metalli non ferrosi;74026;kg
2026;VV;Calabria;160118;NP;metalli non ferrosi;29363;kg
2026;AG;Sicilia;160119;NP;plastica;56038;kg
2026;AL;Piemonte;160119;NP;plastica;46635;kg
2026;AL;Piemonte;160119;NP;plastica;4;l
2026;AN;Marche;160119;NP;plastica;65323;kg
2026;AO;Valle d`Aosta;160119;NP;plastica;12050;kg
2026;AP;Marche;160119;NP;plastica;87955;kg
2026;AQ;Abruzzo;160119;NP;plastica;44162;kg
2026;AR;Toscana;160119;NP;plastica;60243;kg
2026;AT;Piemonte;160119;NP;plastica;19655;kg
2026;AV;Campania;160119;NP;plastica;67632;kg
2026;BA;Puglia;160119;NP;plastica;233578;kg
2026;BA;Puglia;160119;NP;plastica;52080;l
2026;BG;Lombardia;160119;NP;plastica;265036;kg
2026;BI;Piemonte;160119;NP;plastica;31688;kg
2026;BL;Veneto;160119;NP;plastica;42286;kg
2026;BN;Campania;160119;NP;plastica;48220;kg
2026;BO;Emilia Romagna;160119;NP;plastica;184394;kg
2026;BO;Emilia Romagna;160119;NP;plastica;4500;l
2026;BR;Puglia;160119;NP;plastica;45273;kg
2026;BS;Lombardia;160119;NP;plastica;430276;kg
2026;BS;Lombardia;160119;NP;plastica;2000;l
2026;BT;Puglia;160119;NP;plastica;32338;kg
2026;BZ;Trentino Alto Adige;160119;NP;plastica;84837;kg
2026;BZ;Trentino Alto Adige;160119;NP;plastica;100;l
2026;CA;Sardegna;160119;NP;plastica;128549;kg
2026;CA;Sardegna;160119;NP;plastica;2;l
2026;CB;Molise;160119;NP;plastica;39260;kg
2026;CE;Campania;160119;NP;plastica;224987;kg
2026;CH;Abruzzo;160119;NP;plastica;998438;kg
2026;CI;Sardegna;160119;NP;plastica;400;kg
2026;CL;Sicilia;160119;NP;plastica;27583;kg
2026;CN;Piemonte;160119;NP;plastica;161652;kg
2026;CO;Lombardia;160119;NP;plastica;47404;kg
2026;CR;Lombardia;160119;NP;plastica;79522;kg
2026;CS;Calabria;160119;NP;plastica;65932;kg
2026;CS;Calabria;160119;NP;plastica;50;l
2026;CT;Sicilia;160119;NP;plastica;121808;kg
2026;CT;Sicilia;160119;NP;plastica;4400;l
2026;CZ;Calabria;160119;NP;plastica;340522;kg
2026;CZ;Calabria;160119;NP;plastica;68000;l
2026;EN;Sicilia;160119;NP;plastica;10946;kg
2026;FC;Emilia Romagna;160119;NP;plastica;87086;kg
2026;FC;Emilia Romagna;160119;NP;plastica;18700;l
2026;FE;Emilia Romagna;160119;NP;plastica;60342;kg
2026;FG;Puglia;160119;NP;plastica;62764;kg
2026;FI;Toscana;160119;NP;plastica;162178;kg
2026;FI;Toscana;160119;NP;plastica;840;l
2026;FM;Marche;160119;NP;plastica;22239;kg
2026;FR;Lazio;160119;NP;plastica;223312;kg
2026;GE;Liguria;160119;NP;plastica;67862;kg
2026;GE;Liguria;160119;NP;plastica;4150;l
2026;GO;Friuli Venezia Giulia;160119;NP;plastica;26714;kg
2026;GR;Toscana;160119;NP;plastica;22052;kg
2026;IM;Liguria;160119;NP;plastica;13923;kg
2026;IS;Molise;160119;NP;plastica;72599;kg
2026;KR;Calabria;160119;NP;plastica;31199;kg
2026;LC;Lombardia;160119;NP;plastica;35874;kg
2026;LE;Puglia;160119;NP;plastica;171430;kg
2026;LI;Toscana;160119;NP;plastica;49146;kg
2026;LO;Lombardia;160119;NP;plastica;38010;kg
2026;LT;Lazio;160119;NP;plastica;109007;kg
2026;LU;Toscana;160119;NP;plastica;55011;kg
2026;MB;Lombardia;160119;NP;plastica;191886;kg
2026;MC;Marche;160119;NP;plastica;47995;kg
2026;ME;Sicilia;160119;NP;plastica;59313;kg
2026;MI;Lombardia;160119;NP;plastica;691154;kg
2026;MI;Lombardia;160119;NP;plastica;100;l
2026;MN;Lombardia;160119;NP;plastica;170284;kg
2026;MN;Lombardia;160119;NP;plastica;16000;l
2026;MO;Emilia Romagna;160119;NP;plastica;123503;kg
2026;MO;Emilia Romagna;160119;NP;plastica;32100;l
2026;MS;Toscana;160119;NP;plastica;42442;kg
2026;MT;Basilicata;160119;NP;plastica;25502;kg
2026;NA;Campania;160119;NP;plastica;873606;kg
2026;NO;Piemonte;160119;NP;plastica;96544;kg
2026;NU;Sardegna;160119;NP;plastica;34221;kg
2026;OG;Sardegna;160119;NP;plastica;3528;kg
2026;OR;Sardegna;160119;NP;plastica;14298;kg
2026;OT;Sardegna;160119;NP;plastica;350;kg
2026;PA;Sicilia;160119;NP;plastica;200988;kg
2026;PA;Sicilia;160119;NP;plastica;2200;l
2026;PC;Emilia Romagna;160119;NP;plastica;175485;kg
2026;PD;Veneto;160119;NP;plastica;254364;kg
2026;PD;Veneto;160119;NP;plastica;22000;l
2026;PE;Abruzzo;160119;NP;plastica;31907;kg
2026;PG;Umbria;160119;NP;plastica;141138;kg
2026;PI;Toscana;160119;NP;plastica;71514;kg
2026;PN;Friuli Venezia Giulia;160119;NP;plastica;109686;kg
2026;PN;Friuli Venezia Giulia;160119;NP;plastica;6000;l
2026;PO;Toscana;160119;NP;plastica;35478;kg
2026;PR;Emilia Romagna;160119;NP;plastica;84351;kg
2026;PT;Toscana;160119;NP;plastica;65158;kg
2026;PU;Marche;160119;NP;plastica;59809;kg
2026;PU;Marche;160119;NP;plastica;4000;l
2026;PV;Lombardia;160119;NP;plastica;74279;kg
2026;PZ;Basilicata;160119;NP;plastica;59847;kg
2026;RA;Emilia Romagna;160119;NP;plastica;76657;kg
2026;RA;Emilia Romagna;160119;NP;plastica;33000;l
2026;RC;Calabria;160119;NP;plastica;59684;kg
2026;RC;Calabria;160119;NP;plastica;16000;l
2026;RE;Emilia Romagna;160119;NP;plastica;88187;kg
2026;RE;Emilia Romagna;160119;NP;plastica;9000;l
2026;RG;Sicilia;160119;NP;plastica;46575;kg
2026;RI;Lazio;160119;NP;plastica;20286;kg
2026;RM;Lazio;160119;NP;plastica;608379;kg
2026;RM;Lazio;160119;NP;plastica;248746;l
2026;RN;Emilia Romagna;160119;NP;plastica;70134;kg
2026;RN;Emilia Romagna;160119;NP;plastica;12000;l
2026;RO;Veneto;160119;NP;plastica;22676;kg
2026;SA;Campania;160119;NP;plastica;314726;kg
2026;SI;Toscana;160119;NP;plastica;107040;kg
2026;SO;Lombardia;160119;NP;plastica;34680;kg
2026;SP;Liguria;160119;NP;plastica;22024;kg
2026;SR;Sicilia;160119;NP;plastica;86933;kg
2026;SS;Sardegna;160119;NP;plastica;79605;kg
2026;SU;Sardegna;160119;NP;plastica;52262;kg
2026;SV;Liguria;160119;NP;plastica;32943;kg
2026;SV;Liguria;160119;NP;plastica;550;l
2026;TA;Puglia;160119;NP;plastica;72322;kg
2026;TE;Abruzzo;160119;NP;plastica;87749;kg
2026;TN;Trentino Alto Adige;160119;NP;plastica;134272;kg
2026;TN;Trentino Alto Adige;160119;NP;plastica;24700;l
2026;TO;Piemonte;160119;NP;plastica;770481;kg
2026;TP;Sicilia;160119;NP;plastica;54694;kg
2026;TR;Umbria;160119;NP;plastica;25519;kg
2026;TS;Friuli Venezia Giulia;160119;NP;plastica;52348;kg
2026;TV;Veneto;160119;NP;plastica;252613;kg
2026;TV;Veneto;160119;NP;plastica;705;l
2026;UD;Friuli Venezia Giulia;160119;NP;plastica;214276;kg
2026;UD;Friuli Venezia Giulia;160119;NP;plastica;9000;l
2026;VA;Lombardia;160119;NP;plastica;110130;kg
2026;VB;Piemonte;160119;NP;plastica;20816;kg
2026;VC;Piemonte;160119;NP;plastica;16569;kg
2026;VE;Veneto;160119;NP;plastica;180897;kg
2026;VE;Veneto;160119;NP;plastica;210600;l
2026;VI;Veneto;160119;NP;plastica;357800;kg
2026;VI;Veneto;160119;NP;plastica;60900;l
2026;VR;Veneto;160119;NP;plastica;172918;kg
2026;VS;Sardegna;160119;NP;plastica;29;kg
2026;VT;Lazio;160119;NP;plastica;58229;kg
2026;VT;Lazio;160119;NP;plastica;9000;l
2026;VV;Calabria;160119;NP;plastica;10721;kg
2026;AG;Sicilia;160120;NP;vetro;28240;kg
2026;AL;Piemonte;160120;NP;vetro;45371;kg
2026;AN;Marche;160120;NP;vetro;52669;kg
2026;AO;Valle d`Aosta;160120;NP;vetro;8551;kg
2026;AP;Marche;160120;NP;vetro;25902;kg
2026;AQ;Abruzzo;160120;NP;vetro;25604;kg
2026;AR;Toscana;160120;NP;vetro;39807;kg
2026;AT;Piemonte;160120;NP;vetro;9701;kg
2026;AV;Campania;160120;NP;vetro;33770;kg
2026;BA;Puglia;160120;NP;vetro;94351;kg
2026;BA;Puglia;160120;NP;vetro;6350;l
2026;BG;Lombardia;160120;NP;vetro;78378;kg
2026;BI;Piemonte;160120;NP;vetro;28307;kg
2026;BL;Veneto;160120;NP;vetro;13910;kg
2026;BN;Campania;160120;NP;vetro;14437;kg
2026;BO;Emilia Romagna;160120;NP;vetro;164159;kg
2026;BR;Puglia;160120;NP;vetro;64907;kg
2026;BS;Lombardia;160120;NP;vetro;385012;kg
2026;BT;Puglia;160120;NP;vetro;23673;kg
2026;BZ;Trentino Alto Adige;160120;NP;vetro;80334;kg
2026;CA;Sardegna;160120;NP;vetro;116255;kg
2026;CB;Molise;160120;NP;vetro;18577;kg
2026;CE;Campania;160120;NP;vetro;122077;kg
2026;CH;Abruzzo;160120;NP;vetro;63181;kg
2026;CI;Sardegna;160120;NP;vetro;215;kg
2026;CL;Sicilia;160120;NP;vetro;12138;kg
2026;CN;Piemonte;160120;NP;vetro;131578;kg
2026;CO;Lombardia;160120;NP;vetro;57743;kg
2026;CR;Lombardia;160120;NP;vetro;44515;kg
2026;CS;Calabria;160120;NP;vetro;43672;kg
2026;CS;Calabria;160120;NP;vetro;10220;l
2026;CT;Sicilia;160120;NP;vetro;202630;kg
2026;CZ;Calabria;160120;NP;vetro;88138;kg
2026;CZ;Calabria;160120;NP;vetro;18900;l
2026;EN;Sicilia;160120;NP;vetro;3781;kg
2026;FC;Emilia Romagna;160120;NP;vetro;67073;kg
2026;FC;Emilia Romagna;160120;NP;vetro;1400;l
2026;FE;Emilia Romagna;160120;NP;vetro;32533;kg
2026;FG;Puglia;160120;NP;vetro;32694;kg
2026;FI;Toscana;160120;NP;vetro;94815;kg
2026;FI;Toscana;160120;NP;vetro;120;l
2026;FM;Marche;160120;NP;vetro;12303;kg
2026;FR;Lazio;160120;NP;vetro;75154;kg
2026;GE;Liguria;160120;NP;vetro;66808;kg
2026;GE;Liguria;160120;NP;vetro;2560;l
2026;GO;Friuli Venezia Giulia;160120;NP;vetro;27311;kg
2026;GR;Toscana;160120;NP;vetro;11931;kg
2026;IM;Liguria;160120;NP;vetro;5856;kg
2026;IS;Molise;160120;NP;vetro;2846;kg
2026;KR;Calabria;160120;NP;vetro;6739;kg
2026;LC;Lombardia;160120;NP;vetro;18010;kg
2026;LE;Puglia;160120;NP;vetro;78621;kg
2026;LI;Toscana;160120;NP;vetro;44758;kg
2026;LO;Lombardia;160120;NP;vetro;24708;kg
2026;LT;Lazio;160120;NP;vetro;28558;kg
2026;LU;Toscana;160120;NP;vetro;34581;kg
2026;MB;Lombardia;160120;NP;vetro;142532;kg
2026;MC;Marche;160120;NP;vetro;21569;kg
2026;ME;Sicilia;160120;NP;vetro;61797;kg
2026;MI;Lombardia;160120;NP;vetro;325115;kg
2026;MN;Lombardia;160120;NP;vetro;54836;kg
2026;MO;Emilia Romagna;160120;NP;vetro;180380;kg
2026;MO;Emilia Romagna;160120;NP;vetro;70;l
2026;MS;Toscana;160120;NP;vetro;15955;kg
2026;MT;Basilicata;160120;NP;vetro;13060;kg
2026;MT;Basilicata;160120;NP;vetro;20;l
2026;NA;Campania;160120;NP;vetro;254111;kg
2026;NA;Campania;160120;NP;vetro;55;l
2026;NO;Piemonte;160120;NP;vetro;52438;kg
2026;NU;Sardegna;160120;NP;vetro;19391;kg
2026;OG;Sardegna;160120;NP;vetro;3417;kg
2026;OR;Sardegna;160120;NP;vetro;9222;kg
2026;OT;Sardegna;160120;NP;vetro;170;kg
2026;PA;Sicilia;160120;NP;vetro;82327;kg
2026;PA;Sicilia;160120;NP;vetro;30;l
2026;PC;Emilia Romagna;160120;NP;vetro;71979;kg
2026;PD;Veneto;160120;NP;vetro;154459;kg
2026;PD;Veneto;160120;NP;vetro;280;l
2026;PE;Abruzzo;160120;NP;vetro;32482;kg
2026;PG;Umbria;160120;NP;vetro;74159;kg
2026;PI;Toscana;160120;NP;vetro;49438;kg
2026;PN;Friuli Venezia Giulia;160120;NP;vetro;50696;kg
2026;PN;Friuli Venezia Giulia;160120;NP;vetro;100;l
2026;PO;Toscana;160120;NP;vetro;5042;kg
2026;PR;Emilia Romagna;160120;NP;vetro;54188;kg
2026;PT;Toscana;160120;NP;vetro;38507;kg
2026;PU;Marche;160120;NP;vetro;29804;kg
2026;PV;Lombardia;160120;NP;vetro;83418;kg
2026;PZ;Basilicata;160120;NP;vetro;42986;kg
2026;RA;Emilia Romagna;160120;NP;vetro;58709;kg
2026;RA;Emilia Romagna;160120;NP;vetro;800;l
2026;RC;Calabria;160120;NP;vetro;109556;kg
2026;RC;Calabria;160120;NP;vetro;1300;l
2026;RE;Emilia Romagna;160120;NP;vetro;48828;kg
2026;RE;Emilia Romagna;160120;NP;vetro;1000;l
2026;RG;Sicilia;160120;NP;vetro;17838;kg
2026;RI;Lazio;160120;NP;vetro;13476;kg
2026;RM;Lazio;160120;NP;vetro;213004;kg
2026;RM;Lazio;160120;NP;vetro;8971;l
2026;RN;Emilia Romagna;160120;NP;vetro;55520;kg
2026;RN;Emilia Romagna;160120;NP;vetro;90;l
2026;RO;Veneto;160120;NP;vetro;34903;kg
2026;SA;Campania;160120;NP;vetro;126739;kg
2026;SI;Toscana;160120;NP;vetro;45959;kg
2026;SO;Lombardia;160120;NP;vetro;28311;kg
2026;SP;Liguria;160120;NP;vetro;44261;kg
2026;SR;Sicilia;160120;NP;vetro;37836;kg
2026;SS;Sardegna;160120;NP;vetro;78755;kg
2026;SU;Sardegna;160120;NP;vetro;23344;kg
2026;SV;Liguria;160120;NP;vetro;132276;kg
2026;TA;Puglia;160120;NP;vetro;18384;kg
2026;TE;Abruzzo;160120;NP;vetro;65602;kg
2026;TN;Trentino Alto Adige;160120;NP;vetro;48508;kg
2026;TN;Trentino Alto Adige;160120;NP;vetro;11000;l
2026;TO;Piemonte;160120;NP;vetro;695607;kg
2026;TP;Sicilia;160120;NP;vetro;26033;kg
2026;TR;Umbria;160120;NP;vetro;25035;kg
2026;TS;Friuli Venezia Giulia;160120;NP;vetro;6796;kg
2026;TV;Veneto;160120;NP;vetro;167190;kg
2026;UD;Friuli Venezia Giulia;160120;NP;vetro;115590;kg
2026;VA;Lombardia;160120;NP;vetro;166311;kg
2026;VB;Piemonte;160120;NP;vetro;12003;kg
2026;VC;Piemonte;160120;NP;vetro;19616;kg
2026;VE;Veneto;160120;NP;vetro;111232;kg
2026;VE;Veneto;160120;NP;vetro;360;l
2026;VI;Veneto;160120;NP;vetro;263209;kg
2026;VI;Veneto;160120;NP;vetro;70;l
2026;VR;Veneto;160120;NP;vetro;200521;kg
2026;VT;Lazio;160120;NP;vetro;38195;kg
2026;VV;Calabria;160120;NP;vetro;2058;kg
2026;AG;Sicilia;160121;P;componenti pericolosi diversi da quelli di cui alle voci da 16 01 07 a 16 01 11, 16 01 13 e 16 01 14;247;kg
2026;AL;Piemonte;160121;P;componenti pericolosi diversi da quelli di cui alle voci da 16 01 07 a 16 01 11, 16 01 13 e 16 01 14;19915;kg
2026;AN;Marche;160121;P;componenti pericolosi diversi da quelli di cui alle voci da 16 01 07 a 16 01 11, 16 01 13 e 16 01 14;11990;kg
2026;AO;Valle d`Aosta;160121;P;componenti pericolosi diversi da quelli di cui alle voci da 16 01 07 a 16 01 11, 16 01 13 e 16 01 14;2150;kg
2026;AO;Valle d`Aosta;160121;P;componenti pericolosi diversi da quelli di cui alle voci da 16 01 07 a 16 01 11, 16 01 13 e 16 01 14;140;l
2026;AP;Marche;160121;P;componenti pericolosi diversi da quelli di cui alle voci da 16 01 07 a 16 01 11, 16 01 13 e 16 01 14;2311;kg
2026;AQ;Abruzzo;160121;P;componenti pericolosi diversi da quelli di cui alle voci da 16 01 07 a 16 01 11, 16 01 13 e 16 01 14;2161;kg
2026;AR;Toscana;160121;P;componenti pericolosi diversi da quelli di cui alle voci da 16 01 07 a 16 01 11, 16 01 13 e 16 01 14;18126;kg
2026;AT;Piemonte;160121;P;componenti pericolosi diversi da quelli di cui alle voci da 16 01 07 a 16 01 11, 16 01 13 e 16 01 14;1892;kg
2026;AV;Campania;160121;P;componenti pericolosi diversi da quelli di cui alle voci da 16 01 07 a 16 01 11, 16 01 13 e 16 01 14;11886;kg
2026;BA;Puglia;160121;P;componenti pericolosi diversi da quelli di cui alle voci da 16 01 07 a 16 01 11, 16 01 13 e 16 01 14;30382;kg
2026;BA;Puglia;160121;P;componenti pericolosi diversi da quelli di cui alle voci da 16 01 07 a 16 01 11, 16 01 13 e 16 01 14;6300;l
2026;BG;Lombardia;160121;P;componenti pericolosi diversi da quelli di cui alle voci da 16 01 07 a 16 01 11, 16 01 13 e 16 01 14;28063;kg
2026;BI;Piemonte;160121;P;componenti pericolosi diversi da quelli di cui alle voci da 16 01 07 a 16 01 11, 16 01 13 e 16 01 14;1203;kg
2026;BL;Veneto;160121;P;componenti pericolosi diversi da quelli di cui alle voci da 16 01 07 a 16 01 11, 16 01 13 e 16 01 14;9253;kg
